#厦大新闻学教授谈张雪峰言论#,Query time: 2023-12-24 15:21:59,likes
"清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO 清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO有机认证。法国普罗旺斯特色香氛法国超话",2023-06-19 23:19,0
最近怎么这么多人说张雪峰怎么怎么？动蛋糕了？ ,2023-06-19 23:15,1
在知乎上看了一篇文章，感觉很有道理，知道为啥中国大学的新闻传播学科是一坨屎了。 ,2023-06-19 22:55,0
个人觉得张老师说得没错，在很多大学里一些听着高大尚的专业，感觉很牛，其实很拉垮，严重跟社会脱节了除了考公考编之外，出社会基本都是鸡劝。身边985/211文科的硕士工资不如理工科大专笔笔皆是。这个是多年来大学无限制扩招的结果，跟家长孩纸没系，特别普通家庭信息本 个人觉得张老师说得没错，在很多大学里一些听着高大尚的专业，感觉很牛，其实很拉垮，严重跟社会脱节了除了考公考编之外，出社会基本都是鸡劝。身边985/211文科的硕士工资不如理工科大专笔笔皆是。这个是多年来大学无限制扩招的结果，跟家长孩纸没系，特别普通家庭信息本身就不对称,2023-06-19 22:29,0
"清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO 清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO有机认证。法国普罗旺斯特色香氛法国超话",2023-06-19 22:19,0
有没有发现都是“我”觉得“我”认为。这些个“我”都是有社会工作经验有阅历见证过改革开放30年（至少20）的过来人吧！成长背景不同人生经历不同。三十年了社会形态经济发展国家发生了多大变化啊！以后怎么发展？谁能预测？18岁的人生才刚刚开始。以后是他们的天下啊！ 有没有发现都是“我”觉得“我”认为。这些个“我”都是有社会工作经验有阅历见证过改革开放30年（至少20）的过来人吧！成长背景不同人生经历不同。三十年了社会形态经济发展国家发生了多大变化啊！以后怎么发展？谁能预测？18岁的人生才刚刚开始。以后是他们的天下啊！他们是中流砥柱！不都说00后整顿职场吗？还有什么不能创造河改变！我的人生我做主吧。适当参考家人意见专家意见结合自己兴趣和分数吧。分数不够先上岸吧。事在人为！祝福每一位考生金榜题名考进理想点大学。（包括我家的）哈哈事在人为！一定要坚信时代会等到你！脚踏实地不忘初心勇敢追求梦想完善提升自己以不变应万变！其他就交给命运吧🙏,2023-06-19 22:09,0
真有“鬼压床”吗？其实是“睡瘫症”也许生活中我们都会遇到过这样的情况：睡觉醒来发现自己不能动弹，这时候很多人都会感觉到害怕，“我是不是被鬼压床了啊？”其实“鬼压床”正规的说法是“睡瘫症”，属于睡眠障碍、睡眠异常的一种。①　睡瘫症指在睡眠期间发生了短 真有“鬼压床”吗？其实是“睡瘫症”也许生活中我们都会遇到过这样的情况：睡觉醒来发现自己不能动弹，这时候很多人都会感觉到害怕，“我是不是被鬼压床了啊？”其实“鬼压床”正规的说法是“睡瘫症”，属于睡眠障碍、睡眠异常的一种。①　睡瘫症指在睡眠期间发生了短暂的不能自主运动（就像突然间瘫痪了）的恐怖体验。由于病人身体不能移动，像有东西压住胸口，民间形象地称之为“鬼压床”。②　睡瘫症的症状发作时，病人对周围的环境是有意识的，但会出现幻觉、幻触、幻听等特殊的恐怖体验，以幻觉、幻听常见。这种幻觉通常是很强烈、稀奇古怪的，因此会对病人造成很大的困扰，病人有强烈的恐怖感和垂死感。③　睡瘫症该怎么办当市民感觉到睡眠瘫痪，可以先放松，并告诉自己“这是鬼压床，没事”，这样反而有可能直接醒来。尝试扭动肢体，比如手指和脚趾。因为大多数睡眠瘫痪是影响腹部、胸部、咽喉，所以如果你把注意力集中在脚趾，并尝试移动它，很可能将你唤醒。因为呼吸是由心脏等内部器官影响的，不会像手臂、胸部、腿部的肌肉一样麻痹，如果能控制好呼吸，就能控制好恐惧感。此外，还可以用声音的变化，比如呼吸、咳嗽来唤醒自己。因为这类行为是受植物神经控制，即使在睡眠中也可以有意识地调节。全身大部分不能动，但是舌头还是可以比较灵活的，你可以努力试着将舌头向外伸，能伸出来你就成功了。或者伸舌头的同时尽量喊出声音，耳朵能听见自己制造的声音就可以了。偶尔出现“鬼压床”对身体并无大碍，不必过度焦虑。发作时别人触及身体或向其说话常可中止发作。但如果多次发作“鬼压床”，一定要注意自己的睡眠习惯、作息规律，避免晚睡晚起、睡得过多或过少；还需注意改善睡眠的外部环境因素，如被子不宜太厚重、室温不宜过高等；还要注意调节体质和情绪。,2023-06-19 22:00,4
《张雪峰厦大之争：阶层决定你支持谁，追求理想竟是错的？》发言的两位教授都来自985，其毕业生就业难度要远比普通大学生容易，教授们对就业的认知，还停留在自己的圈子。其次，他们所处的社会阶层，可以说是脱离群众的，其对基层生活的理解，一定不如张全面。最后，张雪峰对一些所谓社会现实的揭 《张雪峰厦大之争：阶层决定你支持谁，追求理想竟是错的？》发言的两位教授都来自985，其毕业生就业难度要远比普通大学生容易，教授们对就业的认知，还停留在自己的圈子。其次，他们所处的社会阶层，可以说是脱离群众的，其对基层生活的理解，一定不如张全面。最后，张雪峰对一些所谓社会现实的揭露，引起了广泛的舆论共鸣，也获得了绝大多数网友的支持，进而整个争论越来越有“阶层之争”的趋势。,2023-06-19 21:39,2
"清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO 清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO有机认证。法国普罗旺斯特色香氛法国超话",2023-06-19 21:22,0
你知道不同位置长出的白头发都是因为什么吗？白发不仅影响我们的气质，最主要的是它还反映着我们的身体状况。①　前额白发：脾胃失调前额对应的反射区是脾胃，调理好脾胃对防治前额白发大有帮助。脾胃不好的人常常腹胀、腹痛、胃酸，口淡不渴、四肢不温。还有的人经常 你知道不同位置长出的白头发都是因为什么吗？白发不仅影响我们的气质，最主要的是它还反映着我们的身体状况。①　前额白发：脾胃失调前额对应的反射区是脾胃，调理好脾胃对防治前额白发大有帮助。脾胃不好的人常常腹胀、腹痛、胃酸，口淡不渴、四肢不温。还有的人经常伴有口臭、食欲过旺，或四肢浮肿、畏寒喜暖，这些都是脾胃虚寒的症状。对策：可以经常煮一些姜丝粥喝。原料很简单，就是鲜姜3克，粳米60克，煲粥的时候，把鲜姜切丝和粳米一起下锅煮至稀烂，早晚饭时可趁温热喝上1～2小碗，吃的时候还可以根据个人口味撒些芝麻盐。鲜姜辛温，具有散寒发汗、温胃镇痛、杀菌抗炎的功效，用它治疗虚寒型胃炎、溃疡型胃炎都有不错的疗效。②　两鬓斑白：肝火旺盛两鬓对应的脏腑反射区是肝胆，肝胆火偏盛或者脾气暴躁或者爱生闷气的人，常伴有口干、口苦、舌燥，眼睛酸涩等症状。这是由肝胆火旺引起，进而致使脾胃受伤。对策：这种情况，患者吃饭时要以清淡为主，可以多吃一点八宝粥、莲子粥、莲子白木耳粥、莲子心茶、玫瑰花茶、山楂茶。如果口苦、口干严重，可多吃莲子心和苦瓜。当然，情绪不好也是引起上火的原因。所以，此类白发人群要保持轻松心情，最好能进行一些可以增加生活情趣的文体活动。③　头顶、后脑白发：肾气不足后脑勺对应的反射区是膀胱经。膀胱经虚弱的患者，常伴有尿频、遗尿或尿失禁、小便不畅等症状。因为膀胱的主要功能是贮尿和排尿，所以，这类患者较之常人不易憋尿。而膀胱的排尿功能和肾气的盛衰有密切关系。对策：益肾的饮食应男女分别对待。男性宜食用动物肾、羊肉、黄鳝、泥鳅、虾、公鸡、核桃仁、黑豆等。女性不妨食用干贝、鲈鱼、栗子、枸杞、首乌。当然，以上食谱，男女患者也要根据自己是肾阳虚还是肾阴虚有所选择。,2023-06-19 21:21,15
"清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO 清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO有机认证。法国普罗旺斯特色香氛法国超话",2023-06-19 21:19,0
【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕。”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传 【讨论：？】近日，考研名师一句“如果我是家长，孩子非要报新闻学，我一定会把他打晕。”引发网友热议，也招来了各界人士的点评和反对。，表示，值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，粉丝比传播学教授还多，要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。你怎么看待张雪峰这一言论，研究生读新闻值得吗？,2023-06-19 21:07,3
高考志愿填报、说的在理。体现厦大教授的高度、理性、幽默和善意，还邀请语不惊人死不休的张雪峰到厦门吃面。 新闻专业从二三十年前热门到现在不热且就业难度大（二本新闻中文哲学等专业更是如此），也是不争的事实高考志愿填报、说的在理。体现厦大教授的高度、理性、幽默和善意，还邀请语不惊人死不休的张雪峰到厦门吃面。 新闻专业从二三十年前热门到现在不热且就业难度大（二本新闻中文哲学等专业更是如此），也是不争的事实,2023-06-19 21:06,0
家蜜没有野蜜毒，食用需谨慎（2）①　选蜂蜜不要随便尝试所谓“深山老农”、“天然蜂农”采收的野蜂蜜、土蜂蜜啦，尤其是夏季。虽然不是都有隐患，但也确实不能保证品质如一啊。种类这么多，万一中招了呢。如果自行去蜂场购蜜，要看要尝，缺一不可。有学者研究发现，引 家蜜没有野蜜毒，食用需谨慎（2）①　选蜂蜜不要随便尝试所谓“深山老农”、“天然蜂农”采收的野蜂蜜、土蜂蜜啦，尤其是夏季。虽然不是都有隐患，但也确实不能保证品质如一啊。种类这么多，万一中招了呢。如果自行去蜂场购蜜，要看要尝，缺一不可。有学者研究发现，引发中毒蜂蜜基本都呈褐色或红褐色，口尝有苦涩感。仅看颜色容易“伤及无辜”，毕竟蜂蜜本身也有深色蜜，如龙眼蜜、党参蜜等。但是如果尝出苦、麻、涩等异味，很可能就含有有毒生物碱，不要生食，也不要试图尝试加热解毒，因为很可能并没有什么用。②　如何储藏蜂蜜A.蜂蜜是一种酸性粘稠液体，对金属以及塑料桶有腐蚀作用，为避免蜂蜜遭受污染，应用玻瓶、瓷缸等容器贮存；B.蜂蜜具吸水性强和吸异味特性，若蜂蜜暴露在相对湿度较高的空气中，就会吸收空气中的水分而发酵。C.要密封贮存，避免吸水发酵以及串味，难以食用，装蜂蜜的器皿，在装蜜前要流水洗刷干净，然后晾干再装蜂蜜；D.贮存蜂蜜要保持贮藏室干燥、通风、阴凉、无直射阳光，有条件可低温贮存，这样可以有效防止发酵和贮存引起的一些变化。正规途径市售蜂蜜是可随时食用的，还是不必担心啦。毕竟，不食五谷惟食蜜，笑指蜜蜂作檀越。这样的美食，怎么舍得错过。,2023-06-19 20:44,4
张雪峰说了很多天坑专业，尤其对普通家庭，更要慎重。不过，我还有些不同看法。报某个专业，就一定要从事这个专业么？就像《天下无贼》中说的“开好车一定是好人么？”那我举例，我学的是水利专业，毕业20年看班上的同学，三分之二没从事本 张雪峰说了很多天坑专业，尤其对普通家庭，更要慎重。不过，我还有些不同看法。报某个专业，就一定要从事这个专业么？就像《天下无贼》中说的“开好车一定是好人么？”那我举例，我学的是水利专业，毕业20年看班上的同学，三分之二没从事本专业，也都过得好好的。最有特点的是小老板、创业者，他们来自各行各业，比如风中的厂长，做外贸、做工厂、做微博、做抖-音、作私域带货，每一行都风生水起。谁能想到，厂长学的是生物工程专业，毕业后做了一年影视动画，然后自己创业，一直到现在。我对专业有什么看法呢？1.别管市场前景怎么样，选自己喜欢的（至少还有兴趣上课，少逃点课）。2.实在不知道喜欢什么，选个好城市，好大学，专业烂点无所谓。3.最后一步是重点，大学不是学专业知识，而是练兵场，用大学4年的时间，不断折腾，不断试错，培养安身立命的本领。很多人说，最后的归宿是体制内，我不认同，我希望儿子能不依靠任何机构，或者说被任何机构解聘，都有能力养活自己。,2023-06-19 20:33,1
"清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO 清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO有机认证。法国普罗旺斯特色香氛法国超话",2023-06-19 20:18,0
张雪峰说了很多天坑专业，尤其对普通家庭，更要慎重。不过，我还有些不同看法。报某个专业，就一定要从事这个专业么？就像《天下无贼》中说的“开好车一定是好人么？”那我举例，我学的是水利专业，毕业20年看班上的同学，三分之二没从事本专业，也都过得好好的。张雪峰说了很多天坑专业，尤其对普通家庭，更要慎重。不过，我还有些不同看法。报某个专业，就一定要从事这个专业么？就像《天下无贼》中说的“开好车一定是好人么？”那我举例，我学的是水利专业，毕业20年看班上的同学，三分之二没从事本专业，也都过得好好的。最有特点的是小老板、创业者，他们来自各行各业，比如风中的厂长，做外贸、做工厂、做微博、做抖-音、作私域带货，每一行都风生水起。谁能想到，厂长学的是生物工程专业，毕业后做了一年影视动画，然后自己创业，一直到现在。我对专业有什么看法呢？1.别管市场前景怎么样，选自己喜欢的（至少还有兴趣上课，少逃点课）。2.实在不知道喜欢什么，选个好城市，好大学，专业烂点无所谓。3.最后一步是重点，大学不是学专业知识，而是练兵场，用大学4年的时间，不断折腾，不断试错，培养安身立命的本领。很多人说，最后的归宿是体制内，我不认同，我希望儿子能不依靠任何机构，或者说被任何机构解聘，都有能力养活自己。,2023-06-19 20:09,0
家蜜没有野蜜毒，食用需谨慎（1）①　蜂蜜蜂蜜是个好东西吗？目前来看，对绝大部分人来说，是的。几千年来蜂蜜经久不衰，这与蜂蜜所具有的多种独特营养成分有关。蜂蜜主要成分有：可被人体直接吸收的葡萄糖和果糖，约65%－80%；各种氨基酸，包括人体不能合成的8种必需 家蜜没有野蜜毒，食用需谨慎（1）①　蜂蜜蜂蜜是个好东西吗？目前来看，对绝大部分人来说，是的。几千年来蜂蜜经久不衰，这与蜂蜜所具有的多种独特营养成分有关。蜂蜜主要成分有：可被人体直接吸收的葡萄糖和果糖，约65%－80%；各种氨基酸，包括人体不能合成的8种必需氨基酸，约0.3%；与人体血清所含含量几乎相等的20余种矿物质，约0.06%；多种活性酶。②　有一种隐患，叫土蜂蜜不管是父辈口中，还是朋友圈里，“野生为佳”、“追求天然”的论调一直沸沸扬扬，可是这个观点一定对吗？至少在蜂蜜这里完全行不通。因为土蜂蜜真的可能有“毒”！蜂蜜中毒主要与蜜源植物所含有毒成分有关。蜜源植物根据毒性分为无毒蜜源植物和有毒蜜源植物，无毒蜜源植物的花期多在春秋季节，而有毒蜜源植物的花期多在夏季的5～7月开花。6～7月在外界蜜源稀少的时候，蜜蜂为了采集更多的花蜜，会将大片生长且无特殊异味的有毒植物花蜜采集回来酿成蜂蜜，尤其是在大旱或高温天气。虽然经过一段时间，有的毒性成分会逐渐降解，没有降解的有毒成分会继续保留在蜂蜜中。这期间人们如果取食这些蜂蜜，中毒的机率会大大增加。,2023-06-19 20:05,3
近日，张雪峰直播中说“孩子非要报新闻学，我一定会把他打晕”引发热议，随后遭到新闻学教授怒怼。张雪峰也发文回应称普通家庭的孩子选专业就要选适合自己的，能让自己吃上饭的，而不是照本宣科，不考虑实际情况。家庭条件是否应成为选择专业的决定因素，对此，你怎么看？ 近日，张雪峰直播中说“孩子非要报新闻学，我一定会把他打晕”引发热议，随后遭到新闻学教授怒怼。张雪峰也发文回应称普通家庭的孩子选专业就要选适合自己的，能让自己吃上饭的，而不是照本宣科，不考虑实际情况。家庭条件是否应成为选择专业的决定因素，对此，你怎么看？,2023-06-19 19:24,4
"清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO 清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO有机认证。法国普罗旺斯特色香氛法国超话",2023-06-19 19:18,0
先前和一个朋友聊过孩子的学习，朋友说不必焦虑，他老婆姐三个，其中只有一个人上了大学，他老丈人还是大学教授呢。我和老婆说了这件事，老婆说，我要是大学教授，有大学教授的人脉资源，我也不焦虑孩子的学习。关键是我们都是普通人，不是大学教授。我……深思。先前和一个朋友聊过孩子的学习，朋友说不必焦虑，他老婆姐三个，其中只有一个人上了大学，他老丈人还是大学教授呢。我和老婆说了这件事，老婆说，我要是大学教授，有大学教授的人脉资源，我也不焦虑孩子的学习。关键是我们都是普通人，不是大学教授。我……深思。所以普通人家的孩子要上大学，而且大学如何选专业，毕业后如何就业，都是首先要考虑的事情。,2023-06-19 19:02,8
没有真正的解酒药，喝酒脸红更易患酒精肝身边总有朋友说，应酬难免就得喝些酒。酒，少喝助兴，喝多了可就要伤身体了。酒精性脂肪肝就是由于长期大量饮酒或嗜酒导致的肝脏损伤性疾病。少量的酒摄入对肝脏可能还有一定的保护作用，对健康有益。但是持续大量喝酒，超 没有真正的解酒药，喝酒脸红更易患酒精肝身边总有朋友说，应酬难免就得喝些酒。酒，少喝助兴，喝多了可就要伤身体了。酒精性脂肪肝就是由于长期大量饮酒或嗜酒导致的肝脏损伤性疾病。少量的酒摄入对肝脏可能还有一定的保护作用，对健康有益。但是持续大量喝酒，超过了肝脏的解毒的功能负荷，超过了肝脏修复的能力，那就会造成酒精性肝损害。一般说来，饮酒量每天40克，这样持续五年大量饮酒，会令肝细胞受损，造成酒精性肝炎，继续发展就会酒精性肝硬化。轻度酒精性脂肪肝多无症状，中、重度酒精性脂肪肝可呈现类似慢性肝炎的表现，如轻度全身不适、倦怠、易疲劳、恶心呕吐、食欲不振、腹胀等。乙醇在体内通过肝脏乙醇脱氢酶代谢成为一个乙醛，如果缺少乙醛脱氢酶的话，乙醛就会在体内蓄积，导致血管的扩张，甚至导致神经系统的麻痹等问题。一些人喝酒会脸红，就是体内缺少这些分解酶，这样的人更容易出现酒精中毒的情况。对于脂肪肝本身，是没有特效药的。维生素类、抗氧化的药品、保健品可能有助于保护肝细胞，但是并不能起到特效药的作用。尤其是减肥药，不仅不一定能够治疗脂肪肝，有时候还可能引发或者加重脂肪肝。,2023-06-19 19:02,0
【：值得反思张雪峰提出的问题，却不要轻信他的结论】6月18日，针对称孩子报考新闻学先把他打晕的言论，厦门大学新闻学教授发博：可以关切张雪峰的质疑，但不必害怕他的破坏力。值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的 【：值得反思张雪峰提出的问题，却不要轻信他的结论】6月18日，针对称孩子报考新闻学先把他打晕的言论，厦门大学新闻学教授发博：可以关切张雪峰的质疑，但不必害怕他的破坏力。值得反思张雪峰提出的问题，却不要轻信他的结论。一个给排水专业毕业的自媒体人，他的粉丝比传播学的教授还要多，既要谦卑地承认这是现实，更要虚心地向人家学习，但由此得出新闻传播专业不值得选，在逻辑上是有问题的。,2023-06-19 18:41,0
"清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO 清爽+滋润的感觉--普罗旺斯有机洁面皂-法国原装】以法国黄色高岭土、摩洛哥坚果油和柠檬精华，深层清洁肌肤，99.9%天然成分。体验：淘宝：。微店：【代理私信咨询】无化学表面活性剂,不含任何化学防腐剂、无任何聚乙二醇和人工色素，通过欧洲ECOCERT和BIO有机认证。法国普罗旺斯特色香氛法国超话",2023-06-19 18:18,0
所以学新闻有用吗？在中国，新闻传播学确实独一无二，值得研究。,2023-06-19 18:14,1
,2023-06-19 18:11,0
211本硕都是新闻学的人来现身说法，能跑就跑吧,2023-06-19 18:10,0
【】近日，网络红人张雪峰在直播中发表“孩子非要报新闻学，我一定会把他打晕”。张雪峰认为普通家庭的孩子报志愿一定要慎重，要考虑就业问题，“学新闻传播的学生中有80%是没有从事本行业的，现在每个人都是自媒体。”每个 【】近日，网络红人张雪峰在直播中发表“孩子非要报新闻学，我一定会把他打晕”。张雪峰认为普通家庭的孩子报志愿一定要慎重，要考虑就业问题，“学新闻传播的学生中有80%是没有从事本行业的，现在每个人都是自媒体。”每个人都有对大学专业发表意见的权利，不管这个意见靠不靠谱。张雪峰的意见是否专业还有讨论的空间，他从普通家庭的角度出发，给出“良心”建议，本意是为了孩子的就业，是善良的，这一点应该肯定。从现实来看，新闻媒体确实不如前些年风光，不少传统媒体走得艰难，还有报纸停刊，也有媒体人也放弃新闻理想，转身投奔了其他行业。张雪峰从实用主义出发，用就业来衡量一个高校的专业，只是一个角度。但是衡量高校的一个专业，就业只是其中的一个方面，并不是全部。重庆大学新闻传播学教授张小强就“新闻学专业是否值得报考”的问题，与张雪峰观点相反，同样可以理解。自己本身就是新闻传播学教授，自己如果不支持新闻学，那自己这门学课存在的意义在哪？维护本门学科自是义不容辞。张小强表示，新闻专业能文能武，进，可以自主创业、到互联网大厂，退，可以考公务员，到国有企业。为了证明自己所言非虚，他还拿自己毕业的研究生举例，今年三个考入公务员系统，一个去了青岛海尔电器，一个去了吉利汽车，还有一个去了其他企业。去年毕业的研究生，有两个进了主流媒体，两个分别考入深圳和成都当公务员，还有一个进了高校、一个进了游戏公司。从就业的相关性来说，张小强教授的举例，反而有点验证了张雪峰的论点，大部分没有从事本行业。而且，这个举例也不能证明新闻学好就业，也许，它可能更跟重庆大学的牌子相关，这样一个名牌大学，任何专业就业情况都不会差到哪去吧。张小强的与张雪峰争论，恰恰丢了新闻学的看家本领。自媒体时代，流量为王，张雪峰也是流量的受益者。但是，流量时代信息泥沙俱下，自媒体缺乏公信力，也是不容忽视的问题。新闻学的系统训练会带给人不一样的东西。对新闻事实的核查，对社会议题的设置与占据，依旧是新闻学、新闻媒体的核心能力，这些是那些带货的自媒体永远难以达到的，也是新闻学难能可贵的地方。凡是可贵的，往往需要用理想去献祭，而不是用实用来衡量。张雪峰和新闻学，一个代表着实用，一个代表着理想。这两者没有绝对的对错，更没有不可逾越的鸿沟，今天理想坚持不下去，明天可以选择实用而活下去；今天可以为了生活而实用，明天有了生活资本也可以继续选择理想。普通家庭可以听从张雪峰的建议，不去报新闻学，但新闻学不会因此而消亡。这个世界上，总有一些东西，需要用青春和理想去燃烧它。这个世界上，总有一些东西，需要有理想的人勇敢去追求。新闻不死，新闻学不死。（评论员 邱延波）,2023-06-19 18:01,7
老年人怎样养生才靠谱？①　老年人养生要注意健康合理饮食对于老年人来说，在各种生理功能逐步退化的情况下，科学合理地改善膳食结构、均衡营养显得格外重要。每个人都要根据自己的体质合理选择饮食。中国人讲究阴阳平衡，人的体质分阴性和阳性。为了保持体质平衡，阴 老年人怎样养生才靠谱？①　老年人养生要注意健康合理饮食对于老年人来说，在各种生理功能逐步退化的情况下，科学合理地改善膳食结构、均衡营养显得格外重要。每个人都要根据自己的体质合理选择饮食。中国人讲究阴阳平衡，人的体质分阴性和阳性。为了保持体质平衡，阴性体质的人应该相对多吃一些温热性的食物，比如牛、羊肉等；同理，阳性体质的人应该相对多吃一些偏凉性的食物，比如豆腐等。此外，食物可以分为酸性和碱性：肉、蛋、鱼、米、面食等属酸性食品，蔬菜、海带、茶、水果等属碱性食品，老年人日常饮食的选择还应做到“酸碱平衡”。②　老年人养生要注意科学地锻炼身体老年人在锻炼身体时要科学地选择锻炼时间、保持适当的运动强度、选择合适的运动项目。很多老年人都喜欢晨练，其实这是不正确的。因为早晨体内交感神经处于兴奋的状态，多数人的血压和心率此时相对较高，如果进行运动，有高血压的老年人容易引发心脑血管疾病。因此，对于老年人来说，特别是患有高血压病的老年人在下午4点到6点运动最佳；在运动强度方面，可以通过运动时的心率或运动后恢复正常身体状态的时间来把握。运动时心率达到比正常心率增加30-40次/分即可，运动后恢复到运动前的血压和心率等身体状态的时间应为5-6分钟，超过这个时间则说明运动强度过大；另外，老年人锻炼身体应选择有氧运动，其中游泳和快走最为合适。③　老年人养生还要注重养“心”有些老年人自尊心强、好面子，凡事爱与人争高下，和人攀比生活条件、子女的学业事业等，比不过就嫉妒、烦躁、郁闷。这种不健康的心理状态不仅会加重自己的心理负担，还会带来一系列心理问题，影响血压、血糖等，造成内分泌功能紊乱、免疫力低下，也会给子女造成不必要的压力，滋生家庭矛盾。所以老年人应放平心态，多些包容和理解，遇事不“斤斤计较”，通过培养兴趣爱好和结交朋友等来转移生活的重心，从而排解负面情绪，拥有健康的心态。,2023-06-19 18:01,4
发布了头条文章：《高考志愿报什么？新能源汽车相关专业人才稀缺！》,2023-06-19 17:59,0
